ts,event,symbol,action,lot,price,ticket,ok,ret,pnl
1760218619556,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619556,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619570,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619571,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619574,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619574,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619574,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619574,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619574,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619587,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619590,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619590,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619590,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619590,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619590,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619590,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619602,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619604,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619607,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619607,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619607,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619607,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619607,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619607,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619621,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619622,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619628,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619628,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619628,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619628,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619637,canary_apply,XAUUSD,1,0.015,,,True,CANARY:prev=0.0500;vol=0.300,
1760218619638,trading_hours_block,XAUUSD,1,0.015,,,True,SKIP_TRADING_HOURS,
1760218619640,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619640,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619640,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619640,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619640,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619640,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619653,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619655,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619657,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619660,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619660,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619660,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619660,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619660,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619669,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619671,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619673,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619673,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619673,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619673,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619673,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619673,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619686,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619688,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619691,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619691,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619691,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619691,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619691,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619691,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619704,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619706,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619706,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619706,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619713,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
1760218619713,trading_hours_block,XAUUSD,1,0.009,,,True,SKIP_TRADING_HOURS,
1760218619713,canary_apply,XAUUSD,1,0.009,,,True,CANARY:prev=0.0300;vol=0.300,
